Mship No,Company Name,Address,Name,Ph (Off),Email,Business Sector(s),Business Speciality
NEW-1412,M. YAQUB & BROTHERS,STEEL MILLS BUND ROAD,,7282809,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1413,M.ISMAIL AND SONS,(PVT) LTD. ABDUL QAYYUM ROAD BADAMI BAGH,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1414,M.M. STEEL MILLS,", MOMINPURA ROAD, ITTEFAQ PARK",,0300-8432129,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1415,MADINA STEEL INDUSTRIES,NOOR ROAD SHAHBAZ COLONY BADAMI BAGH,,7609180,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1416,MADINA STEEL INDUSTRY BUND ROAD,SHADIPURA,,6545413-50,,IRON & STEEL RE-ROLLING MILLS,M.S. BAR
NEW-1417,MADNI STEEL RE-ROLLING MILLS,MAHMOOD BOOTI,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1418,MAHBOOB STEEL RE-ROLLING MILLS,BADAR STREET MISRI SHAH,,7285184,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1419,MAJEED BROTHER STEEL RE-ROLLING MILLS,"RASHEED PURA, NEAR ASIA STEEL MILLS, BAGHBANPURA.",,6851795,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1420,MALIK & CO. STEEL RE-ROLLING MILLS,"ABDUL SATTAR ROAD, MISRI SHAH",,7281242,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1421,MALIK AND CO. KACHA RAHIM ROAD BADAMI BAGH,,,281243,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1422,MALIK IMDAD INDUSTRIES,BUND ROAD SHADIPURA,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1423,MALIK RIFAQAT INDUSTRIES,BHANI ROAD SHADIPURA,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1424,MALIK SADIQ STEEL RE-ROLLING MILLS,LAKHODAIR ROAD,,,,IRON & STEEL RE-ROLLING MILLS,M.S. BAR
NEW-1425,MALIK STEEL RE-ROLLING MILLS,", 15KM G.T. ROAD, DAROGHAWALA",,6555721-22,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1426,MAQBOOL STEEL RE-ROLLING MILLS,(PVT) LTD. FAROOQABAD BUND ROAD DAROGHAWALA,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1427,MAQSOOD STEEL INDUSTRIES,BHANI ROAD SHADIPURA,,6558498,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1428,MAQSOOD STEEL RE-ROLLING MILLS,MOMINPURA ROAD DAROGHAWALA,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1429,MASTER STEEL NOOR ROAD BADAMIBAGH,,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1430,MASTER STEEL RE-ROLLING MILLS,NOOR ROAD BADAMIBAGH,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1431,MAZHAR STEEL MILLS,BHANI ROAD SHADIPURA,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1432,MEHMOOD & CO. (R.S. STEEL RE-ROLLING ) KHOKHAR ROAD BADAMI BAGH,,,7282035,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1433,MEHMOOD AHMAD STEEL RE-ROLLING MILLS,LAKHODAIR ROAD,,6550842,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1434,MEHMOOD STEEL INDUSTRIES,", MEHMOOD BOTTI, NEAR ISHTIAQ KANTA, KAROL GHATTI, BUND ROAD",,36863231,,IRON & STEEL RE-ROLLING MILLS,M.S PRODUCTS
NEW-1435,MIAN STEEL RASHIDPURA BEHIND PAKISTAN MINT,,,6815038,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1436,MILLAT STEEL RE-ROLLING MILLS,KHOKHAR ROAD BADAMI BAGH,,7281377,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1437,MIRAN STEEL ROLLING SULTAN MAHMOOD ROAD,SHALIMAR TOWN,,6851228,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1438,MITTO BROS STEEL RE-ROLLING MILLS,PIR ROAD MAHMOOD BOOTI BUND ROAD,,6545013,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1439,MODEL STEEL ENTERPRISES,(PVT) LTD. 19-K.M.WAGHA G.T.ROAD,,6545473,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1440,MOHAMMAD RAFIQ STEEL MILLS,AKBAR COLONY MOMINPURA ROAD,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1441,MOHAMMADI STEEL RE-ROLLING MILLS,BHANNI ROAD SHADIPURA,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1442,MS INDUSTRIES,"BUND ROAD, SHADIPURA",,6542463,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1443,MUGHAL SHAHEEN STEEL RE-ROLLING MILLS,"BUND ROAD, MAHMOOD BOOTI",,6849893,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1444,MUGHAL SONS,(PVT) LTD. NOOR ROAD BADAMI BAGH,,"111-000-007
7610768",,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1445,MUGHAL SONS,"(PVT) LTD., RE-ROLLING MILLS NOOR ROAD, BADAMI BAGH",,7610160,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1446,MUHAMMAD HANIF STEEL INDUSTRIES,LAKHODAIR ROAD SHALIMAR TOWN,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1447,MUHAMMAD LIAQAT STEEL RE-ROLLING MILLS,"MOMINPURA, ROAD, DAROGHAWALA,",,6860572,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1448,MUHAMMAD SADDIQUE BROTHERS,PECO ROAD BADAMIBAGH,,7281513,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1449,MUHAMMAD SAEED RE-ROLLING MILLS,LAKHODAIR ROAD SHALIMAR TOWN,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1450,MUHAMMAD SIDDIQUE STEEL RE-ROLLING MILLS,", LAKHODAIR ROAD SHALIMAR TOWN",,6545018,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1451,MUHAMMAD STEEL RE-ROLLING MILLS,SHADIPURA DAROGHAWALA,,6545406,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1452,MUHAMMAD YAQOOB STEEL INDUSTRIES,LAKHODAIR,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1453,MUHAMMAD YOUNIS STEEL RE-ROLLING MILLS,LAKHODAIR ROAD,,6861642,,IRON & STEEL RE-ROLLING MILLS,M.S. BAR
NEW-1454,MUMTAZ STEEL  RE-ROLLING MILLS,LAKHODAIR ROAD,,6551477,,IRON & STEEL RE-ROLLING MILLS,M.S. BAR
NEW-1455,MUNIR STEEL RE-ROLLING SOHARWARDI ST.SHALIMAR TOWN,,,6865306,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1456,MURTAZA STEEL RE-ROLLING MILLS,", (PVT) LTD. MOMINPURA, ROAD, DARYA WALA LAHORE",,6552161,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1457,MUSHTAQ ALI STEEL RE-ROLLING MILLS,KOTLI PIR ABDUR REHMAN BAGHBANPURA,,6850458,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1458,MUSHTAQ STEEL RE-ROLLING MILLS,MOMINPURA DAROGHAWALA ROAD,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1459,MUSTAFA STEEL RE-ROLLING MAHMOOD BOOTI PIR ROAD,,,,,IRON & STEEL RE-ROLLING MILLS,M.S. BAR
NEW-1460,NAEEM ASHRAF STEEL RE-ROLLING MILLS,BHANI ROAD SHADIPURA,,6541485,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1461,NAEEM BROS STEEL RE-ROLLING MILLS,", NOOR ROD, BADAMI BAGH",,7280299,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1462,NAEEM SONS,"STEEL & GENERAL MILLS 21 KM., G.T. ROAD",,6582266,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1463,NAVEED FAHIM STEEL RE-ROLLING MILLS,MAHMOOD BOOTI BUND ROAD,,6827619,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1464,NAZIR AHMAD STEEL RE-ROLLING MILLS,"LAKHODAIR ROAD, MOHALLAH IQBAL NAGAR SHALAMAR TOWN",,6550757,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1465,NAZIR SONS,"STEEL RE-ROLLING MILLS (PVT) LTD., 345 G.T. ROAD DAROGHAWALA",,6546141,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1466,NEMAT ULLAH STEEL MILLS,MAHMOOD BOOTI BUND ROAD,,6543204,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1467,NEW GHAUSIA STEEL RE-ROLLING MILL MAQSOODAN PURA,"MOMINPURA, DAROGHAWALA.",,6558721,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1468,NEW MADINA STEEL RE-ROLLING MILLS,RASHIDPURA,,6533039,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1469,NEW SHALIMAR STEEL RE-ROLLING INDUSTRIES,SHALIMAR TOWN,,"7722599, 6545421",,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1470,NIAMAT STEEL RE-ROLLING MILLS,MOMINPURA DAROGHAWALA,,6891397,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1471,NICE STEEL RE-ROLLING MILLS,SULTAN MAHMOOD ROAD SHALIMAR TOWN,,333395,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1472,NOOR STEEL MILLS,RE-ROLLING MOMINPURA ROAD DAROGHAWALA,,6546201,,IRON & STEEL RE-ROLLING MILLS,M.S. BAR
NEW-1473,ORIENT TECHNICAL (PVT) LTD,145-MULTAN ROAD,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1474,PROGRESSIVE STEEL INDUSTRIES,(PVT) LTD. KALA KHATAI ROAD SHAHDARA,,"7922557, 7922554",,IRON & STEEL RE-ROLLING MILLS,M.S. BAR
NEW-1475,QADRI BROTHERS,(PVT) LTD OUTSIDE KASHMIRI GATE PECO ROAD BADAMIBAGH,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1476,QUALITY STEEL MILLS,SHADIPURA BUND ROAD,,6542616,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1477,R.R.STEEL RE-ROLLING MILLS,BADAMIBAGH NOOR ROAD,,,,IRON & STEEL RE-ROLLING MILLS,ANGLE IRON
NEW-1478,RABBANI STEEL RE-ROLLING MILLS,GHORE SHAH ROAD SINGPURA,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1479,RAFIQ BROTHERS,STEEL INDUSTRIES BUS STOP SALAMATPURA,,6546145,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1480,RAJA AMIN INDUSTRIES,"BUND ROAD, GHATTI BAGHBANPURA",,6845990,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1481,RANA KHALID STEEL MILLS,BUND ROAD SHADIPURA,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1482,RASHEED STEEL RE-ROLLING MILLS,BHANI ROAD SHADIPURA,,0300-4182791,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1483,RASHEED STEEL RE-ROLLING MILLS,MAHMOOD BOOTI ROAD,,6530692,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1484,RAVI INDUSTRIES,LAKHODAIR ROAD,,6550705,,IRON & STEEL RE-ROLLING MILLS,M.S. BAR
NEW-1485,RAYS STEEL RE-ROLLING LAKHODAIR ROAD,,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1486,RAZZAQ INDUSTRIES,"STEEL RE-ROLLING MILLS, BHANI ROAD, SHADIPURA, DAROGHAWALA,",,0300-9439282,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1487,RAZZAQ STEEL RE-ROLLING MILLS,SULTAN MEHMOOD ROAD SHAHLIMAR TOWN,,6549109,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1488,REHMAN STEEL RE-ROLLING MILLS,FATEH GARH,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1489,REHMAT STEEL INDUSTRIES,LAKHODAIR ROAD SHALIMAR TOWN,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1490,REHMAT STEEL MILL,"KHOKHAR ROAD, BADAMI BAGH",,37287891,,IRON & STEEL RE-ROLLING MILLS,M.S PRODUCTS
NEW-1491,RIAZ STEEL INDUSTRIES,LAKHODAIR ROAD SHAHLIMAR TOWN,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1492,RIAZ STEEL RE-ROLLING MILLS,", MOMINPURA, ROAD, DAROGHAWALA",,6546107,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1493,RIFAQAT ALI STEEL INDUSTRIES,LAKHODAIR ROAD,,,,IRON & STEEL RE-ROLLING MILLS,M.S. BAR
NEW-1494,ROSHAN STEEL ENTERPRISES,FATEH GARH,,6550585,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1495,S.A. INDUSTRIES,", MOMINPURA ROAD MAQSOODANPURA, DAROGHAWALA",,6547275,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1496,S.A. STEEL RE-ROLLING MILL G.T. ROAD SALAMAT PURA,,,36547275,,IRON & STEEL RE-ROLLING MILLS,M.S PRODUCTS
NEW-1497,S.B.STEEL INDUSTRIES,LAKHODAIR ROAD SHALIMER TOWN,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1498,S.H. STEEL MILL KACHA RAHIM ROAD BADAMI BAGH,,,7282544,,IRON & STEEL RE-ROLLING MILLS,M.S. BAR
NEW-1499,S.J STEEL RE-ROLLING MILLS,", NAYYAB PARK, BUS STOP, NEAR ASHIQ PEHLWAN, COLD STORE, STREET NO. 1, NEAR DAROGHAWALA CHOWK, G.T. ROAD",,"36554185, 36554186",,IRON & STEEL RE-ROLLING MILLS,M.S PRODUCTS
NEW-1500,S.J.S. STEEL RE-ROLLING SULTAN MAHMOOD,"ROAD, SHALIMAR TOWN",,6860898,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1501,S.M.S. STEEL RE-ROLLING MILLS,MOMINPURA ROAD DAROGHAWALA,,6551433,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1502,S.Z. STEEL RE-ROLLINGS SHADIPURA BUND ROAD,,,6545424,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1503,SABRI STEEL RE-ROLLING MILLS,LAKHODAIR ROAD,,6548696,,IRON & STEEL RE-ROLLING MILLS,M.S. BAR
NEW-1504,SADIQ STEEL RE-ROLLING MILLS,LAKHODAIR ROAD,,,,IRON & STEEL RE-ROLLING MILLS,M.S. BAR
NEW-1505,SAEED INDUSRIES STEEL RE-ROLLING MILLS,",  SHANI ROAD, SHADIPURA DAROGHAWALA.",,NIL,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1506,SAEED INDUSTRIES,"STEEL RE-ROLLING MILLS SULTAN MAHMOOD ROAD, SHALIMAR TOWN",,6549384,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1507,SAEED INDUSTRY STEEL RE-ROLLING MILLS,"SULTAN MAHMOOD ROAD, SHALIMAR TOWN",,6549384,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1508,SAEED SONS,STEEL INDUSTRIES LAKHODAIR ROAD SHALIMAR TOWN,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1509,SAGAR STEEL RE-ROLLING MILLS,", GULSHAN PARK FATEH GARH, ROAD",,6851684,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1510,SALEEM STEEL INDUSTREIS (PVT) LTD.,MOMINPURA ROAD DAROGHAWALA,,6546112,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1511,SAMI STEEL MILLS,BADAR COLONY HABIB GUNJ MISRISHAH,,7286951,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1512,SHAFIQ STEEL MILLS,MOMINPURA ROAD DAROGHAWALA,,6891261,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1513,SHAHBAZ STEEL RE-ROLLING MILLS,SHALIMAR TOWN,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1514,SHAHID IMRAN INDUSTRY,"MOMINPURA ROAD, MOMINPURA",,6544242,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1515,SHAHID INDUSTRIES,AKBAR COLONY MOMINPURA,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1516,SHAHID STEEL INDUSTRIES,"MOMINPURA, ROAD DAROGHAWALA.",,6545153,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1517,SHAHID STEEL RE-ROLLING MILLS,"SULTAN MAHMOOD ROAD, SHALIMAR TOWN",,6546456,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1518,SHAHID STEEL RE-ROLLING MILLS,"LAKHODAIR ROAD, SHALIMAR TOWN",,6550838,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1519,SHAHZAMAN STEEL RE-ROLLING MILLS,IQBAL NAGAR LAKHODAIR ROAD SHALIMAR TOWN,,NIL,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1520,SHAKAR STEEL INDUSTRIES,LAKHODAIR ROAD,,6277929,,IRON & STEEL RE-ROLLING MILLS,M.S. BAR
NEW-1521,SHALIMAR STEEL RE-ROLLING MILLS,(PVT) LTD. SHALIMAR TOWN,,6553303,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1522,SHAMA STEEL INDUSTRIES,SULTAN MEHMOOD ROAD,,6361555,,IRON & STEEL RE-ROLLING MILLS,M.S. BAR
NEW-1523,SHAUKAT ALI STEEL INDUSTRIES,LAKHODAIR ROAD,,,,IRON & STEEL RE-ROLLING MILLS,M.S. BAR
NEW-1524,SHEIKH STEEL REROLLING MILLS,BHANI ROAD SHADIPURA,,6545416,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1525,SHUJAH STEEL RE-ROLLING MILLS,LAKHODAIR ROAD,,,,IRON & STEEL RE-ROLLING MILLS,M.S. BAR
NEW-1526,SIDDIQUE STEEL RE-ROLLING MILLS,RASHIDPURA,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1527,SIDRA STEEL RE-ROLLING MILLS,MAHMOOD BOOTI ROAD,,6551289,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1528,SUFI STEEL INDUSTRIES,(PVT) LTD. BADAMI BAGH,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1529,SULTAN STEEL RE-ROLLING MILLS,", MAHMOOD BOOTI",,6547013,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1530,SUN RISE STEEL BUND ROAD SHADIPURA,,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1531,SYED STEEL MILLS,LAKHODAIR ROAD SHALIMAR TOWN,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1532,T.A.CORPORATION G.T.ROAD DAROGHAWALA,,,6543019,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1533,T.M STEEL RE-ROLLING MILLS,OPP. PAKISTAN MINT G. T. ROAD,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1534,TAJ STEEL INDUSTRIES,MEHBOOB ROAD BADAMI BAGH,,7605826,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1535,TAJ STEEL RE-ROLLING SOHARWARDI ST.SHALIMAR TOWN,,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1536,TAYYAB BROTHERS,(PVT) LTD. SHADIPURA BHANI ROAD,,"6373925, 6861833,
6861854, 6313905",,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1537,TOUQEER BROTHRS JANDA ROAD,MAHMOOD BOOTI ROAD,,6547060 6558043,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1538,TUFAIL STEEL BHANI ROAD,,,,,IRON & STEEL RE-ROLLING MILLS,M.S. BAR
NEW-1539,TUFAIL STEEL RE-ROLLING MILLS,LAKHODAIR ROAD,,,,IRON & STEEL RE-ROLLING MILLS,M.S. BAR
NEW-1540,UMAIR STEEL INDUSTRIES,(PVT) LTD. NOOR ROAD BADAMI BAGH,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1541,UMAR DARAZ STEEL RE-ROLLING MILLS,"KACHA RAHIM ROAD, MISRI SHAH BADAMI BAGH",,7281186,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1542,UNITY STEEL INDUSTRIES,", MOMINPURA ROAD, DAROGHAWALA",,6857410,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1543,USMAN STEEL RE-ROLLING MILLS,", AKBAR COLONY, MOMANPURA",,0300-9484961,,IRON & STEEL RE-ROLLING MILLS,M.S. BAR
NEW-1544,USMAN STEEL RE-ROLLING MILLS,", LAKHODAIR ROAD, SHALIMAR TOWN",,NIL,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1545,WAQAR STEEL RE-ROLLING MILLS,", BHANI ROAD, SHADIPURA",,6542142,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1546,YOUNAS STEEL RE-ROLLING MILLS,LAKHODIAR ROAD SHALIMAR TOWN,,6531438,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1547,YOUSAF SHAHID STEEL RE-ROLLING LAKHODAIR ROAD,,,6820955,,IRON & STEEL RE-ROLLING MILLS,M.S. BAR
NEW-1548,Z.T. STEEL DATA NAGAR,BADAMI BAGH,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1549,ZAEEM  INDUSTRIES,"STELL RE-ROLLING, MILLS, BHANI ROAD, SHADIPURA,",,6542142,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1550,ZAHID INDUSTRIES,BHANI ROAD SHADI PURA,,6554328,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1551,ZAMAN STEEL RE-ROLLING MILLS,LAKHODAIR ROAD,,,,IRON & STEEL RE-ROLLING MILLS,M.S. BAR
NEW-1552,ZEESHAN INDUSTRIES,BHANI ROAD SHADIPURA,,,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
NEW-1553,ZULIFQAR STEEL RE-ROLLING MILL LAKHODAIR ROAD,HALIMAR TOWN,,0300-4526918,,IRON & STEEL RE-ROLLING MILLS,M.S. PRODUCTS
