Mship No,Company Name,Address,Name,Ph (Off),Email,Business Sector(s),Business Speciality
NEW-2204,AHMAD TECH. PLOT NO.248 INDUSTRIAL ESTATE KOT LAKHPAT,,,5115186,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2205,AJMAL HOSIERY BUND ROAD,,,0333-4252707,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2206,AKBAR ENTERPRISES,"(PVT) LTD., PLOT NO.128/4 INDUSTRIAL ESTATE KOT LAKHPAT",,5117668,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2207,AL KHAS STITCHING DARS ROAD MUGHALPURA,,,,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2208,AL-ASHAR KNITWEAR 20 KM.,MAIN FEROZEPUR ROAD,,5273625,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2209,AL-ASHRAF KNITWEAR 20 KM FEROZEPUR ROAD,,,5270010,,READYMADE GARMENTS,KNITTED GARMENTS
NEW-2210,AL-FATAH EXPORTERS 204-S INDUSTRIAL AREA KOT LAKHPAT,,,5140691-92,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2211,ALI AKBAR FABRICS (PVT) LTD.,", 13-N GULBERG-2",,5876234-5,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2212,ALI BABA QURESHI STREET SANDA KALAN,,,7657999,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2213,ALI KNIT WEAR 8/S INDUSTRIAL AREA KOT LAKHPAT,,,5150488,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2214,ALI MUMTAZ ASSOCIATED (PVT) LTD.,BADIAN ROAD 21-KM FEROZEPUR ROAD,,7641648,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2215,ALKAM INDUSTRIES,(PVT) LTD 1 KM DEFENCE ROAD  OFF 23 KM MULTAN ROAD,,7540521-3,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2216,AL-RAHEEM EXPORTS,113/3 KOT LAKHPAT INDUSTRIAL AREA,,5124994,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2217,AL-RIAZ KNIT WEAR (PVT) LTD.,", 2 KM DEFENCE ROAD, 22 KM MULTAN ROAD",,7540388,,READYMADE GARMENTS,KNITTED GARMENTS
NEW-2218,AMBITION APPAREL 20KM FEROZEPUR ROAD,,,5273127,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2219,AMMAR TEXTILE (PVT) LTD,; 18 KM MULTAN ROAD,,111111301,,READYMADE GARMENTS,KNITTED GARMENTS
NEW-2220,ANGORA TEXITLE LTD.,15 KM MULTAN ROAD SHAHPUR VILLAGE,,"111111150,
www.angora_textile.com",,READYMADE GARMENTS,KNITTED GARMENTS
NEW-2221,ANNS TEXTILES (PVT) LTD,; 30-31 KAREEM BLOCK IQBAL TOWN,,5425413,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2222,AQMA TEXTILES LTD.,32 KM MULTAN ROAD SUNDER,,5839463-4,,READYMADE GARMENTS,KNITTED GARMENTS
NEW-2223,ARS TEXTILE 18 KM.,FEROZEPUR ROAD,,5822587,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2224,ART CENTER (PVT) LTD.,",  KOT LAKHPAT",,5810601,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2225,ASHRAF GARMENTS MAIN RASHID ROAD,KHOKHAR TOWN,,7720662,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2226,AYESHA FABRICS 21 KM.,OFF. FEROZEPUR ROAD,,5274132-3,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2227,BABA KHEL TRADERS 13 KHALID ST-NO.95 ISLAMPURA,,,"7224998, 7117603",,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2228,BANAKIN TEXTILE (PVT) LTD,"16-KM, FEROZEPUR ROAD, KAMAHAN ROAD, ATTARI SORAB",,5820367-68,,READYMADE GARMENTS,KNITTED GARMENTS
NEW-2229,BLUE STAR GARMENTS 66-J GULSAN RAVI,,,7463524,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2230,BODY MADINA INTERNATIONAL (PVT) LTD.,34-KM FEROZEPUR ROAD,,0300-4475078,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2231,CANTEX INDUSTRIES,(PVT) LTD MUSLIMABAD NEAR FATEHGARH CANAL BRIDGE MUGHALPURA,,"6542951, 6542953",,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2232,CHALLENGE ENTERPRISES,"(PVT) LTD RAJPUT ROAD, ATTARI SAROBA",,5821073,,READYMADE GARMENTS,KNITTED GARMENTS
NEW-2233,CITY BOY GARMENTS PLOT NO.1,"BUND ROAD, NEW GIRLS COLLEGE KASURPURA",,7723352,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2234,CITY FASHION GARMENTS (PVT) LTD.,MULTAN ROAD,,7565585,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2235,CLAIN (PVT) LTD.,29-KM JULLKAY DARBAR FEROZEPUR ROAD,,5270696,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2236,COMBINED FABRICS LTD,"ATA BAKASH ROAD,17-KM FEROZEPUR ROAD",,5820112-5,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2237,COMFORT KNITWEAR (PVT) LTD.,",  45-INCLUSIVE ESTATE KOT LAKHPAT",,111000045,,READYMADE GARMENTS,KNITTED GARMENTS
NEW-2238,CONCEPT TEXTILE,171 SUNDAR INDUSTRIAL ESTATE,,3700783,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2239,COTTEX APPARELS PRIME HEIGHTS 4-SAINT MARY PARK GULBERG-III,,,5436622,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2240,COTTONKIT TEXTILE (PVT) LTD.,", 22-KM FEROZEPUR ROAD",,5270080-81,,READYMADE GARMENTS,KNITTED GARMENTS
NEW-2241,CREATORS GARMENTS MANUFACTURERS,"FLAT NO. 4, 2ND FLOOR PAISA AKHBAR",,"7241005,
www.creatorsgarments.c om",,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2242,CREST GARMENTS INTERNATIONAL (PVT) LTD.,", 21 KM, FEROZEPUR ROAD",,5274340,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2243,D.K INDUSTRIES,"(PVT) LTD., KOT LAKHPAT",,35156629,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2244,D.R. FABRICS (TEXTILE) NEAR ENDOOVOR FACTORY,AZAM CHOWK FEROZEPUR ROAD,,,,READYMADE GARMENTS,KNITTED GARMENTS
NEW-2245,DAISY GARMENTS URDU BAZAR,,,7310340,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2246,DANISH APPARAL (PVT) LTD.,", 21 K.M MAIN FEROZEPUR ROAD",,5271625,,READYMADE GARMENTS,KNITTED GARMENTS
NEW-2247,DANISH IMPEX. PUL GANDA NALLAH SHERAKOT,,,,,READYMADE GARMENTS,READYMADE GARMENTS
NEW-2248,DELTA GARMENTS LTD,"ATTA BAKHSH ROAD, OFF: FEROZEPUR ROAD",,5820362,,READYMADE GARMENTS,KNITTED GARMENTS
NEW-2249,DENSHY KNITWEAR & GARMENTS 17 KM. OFF: FEROZEPUR ROAD OFF: BANK STOP BESIDE ROHI NALLA,,,7235882,,READYMADE GARMENTS,READYMADE GARMENTS
